Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG3174	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1917	1.0	1.0	6	6	5	5	1	1	1	1	1	1	1	1	1	2	0	0	0	0	
KOG3534	1.0	1.0	7	7	5	5	1	1	1	1	1	1	1	2	1	2	0	0	0	0	
KOG3266	1.0	1.0	5	5	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1825	1.0	1.0	9	9	7	7	1	1	1	1	1	1	1	2	1	2	1	1	1	1	
KOG3932	1.0	1.0	9	9	4	4	0	0	1	1	1	1	1	5	1	2	0	0	0	0	
KOG0662	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1428	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG3611	1.0	1.0	48	48	4	4	0	0	1	3	1	5	1	20	1	20	0	0	0	0	
KOG0196	1.0	1.0	26	26	4	4	0	0	1	1	1	1	1	10	1	14	0	0	0	0	
KOG4811	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG3781	1.0	1.0	6	6	4	4	0	0	1	3	1	1	1	1	1	1	0	0	0	0	
KOG3858	0.975	0.95652	22	23	4	4	0	0	1	4	1	1	1	8	1	9	0	0	0	0	
KOG2675	0.95238	0.90909	10	11	7	7	1	1	1	2	1	1	1	2	1	2	1	1	1	1	
KOG4222	0.95	0.90909	10	11	4	4	0	0	1	1	1	3	1	2	1	4	0	0	0	0	
KOG1480	0.95	0.875	7	8	4	4	0	0	1	1	1	1	1	1	1	4	0	0	0	0	
KOG3592	0.9375	0.91667	11	12	4	4	0	0	1	3	1	1	1	4	1	3	0	0	0	0	
KOG3610	0.93333	0.88462	23	26	4	4	0	0	1	2	1	2	1	9	1	10	0	0	0	0	
KOG3513	0.88352	0.88	22	25	4	4	0	0	1	3	1	2	1	7	1	10	0	0	0	0	
KOG3540	0.875	0.88889	8	9	4	4	0	0	1	1	1	1	1	3	1	3	0	0	0	0	
KOG1836	0.83333	0.6	12	20	4	4	0	0	1	3	1	3	1	2	1	4	0	0	0	0	
KOG3512	0.79167	0.66667	10	15	4	4	0	0	1	1	1	2	1	3	1	4	0	0	0	0	
KOG0994	0.79167	0.64286	9	14	4	4	0	0	1	1	1	1	1	5	1	2	0	0	0	0	
KOG1024	0.75	0.83333	5	6	3	4	0	0	0	0	1	3	1	1	1	1	0	0	0	0	
KOG4659	0.75	0.55556	5	9	3	4	0	0	1	1	1	2	1	2	0	0	0	0	0	0	
KOG4221	0.71131	0.625	10	16	4	4	0	0	1	2	1	2	1	3	1	3	0	0	0	0	
KOG4289	0.6875	0.71429	5	7	3	4	0	0	1	1	1	1	0	0	1	3	0	0	0	0	
KOG4237	0.67708	0.4375	7	16	4	4	0	0	1	1	1	1	1	2	1	3	0	0	0	0	
KOG0577	0.66667	0.75	6	8	3	4	0	0	1	1	0	0	1	3	1	2	0	0	0	0	
KOG1935	0.625	0.5	3	6	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG4590	0.625	0.5	6	12	4	4	0	0	1	1	1	1	1	2	1	2	0	0	0	0	
KOG0588	0.6	0.5	4	8	3	5	0	0	1	1	1	1	0	0	1	2	0	0	0	0	
KOG1026	0.5506	0.4	6	15	4	4	0	0	1	1	1	2	1	1	1	2	0	0	0	0	
KOG1830	0.54167	0.44444	4	9	3	4	0	0	1	1	1	1	0	0	1	2	0	0	0	0	
KOG2546	0.53333	0.4	4	10	3	5	0	0	1	1	1	1	0	0	1	2	0	0	0	0	
KOG0689	0.5125	0.6	9	15	3	4	0	0	0	0	1	4	1	1	1	4	0	0	0	0	
KOG2300	0.5	0.5	2	4	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG4721	0.5	0.33333	2	6	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG4577	0.5	0.6	3	5	2	4	0	0	0	0	1	1	0	0	1	2	0	0	0	0	
ENOG502QPT3	0.5	0.4	2	5	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG1168	0.5	0.5	4	8	2	4	0	0	0	0	1	1	0	0	1	3	0	0	0	0	
KOG3623	0.5	0.4	2	5	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG0248	0.5	0.4	2	5	2	4	0	0	1	1	0	0	1	1	0	0	0	0	0	0	
KOG2320	0.5	0.25	2	8	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG4802	0.5	0.5	2	4	2	4	0	0	1	1	0	0	0	0	1	1	0	0	0	0	
ENOG502QR9G	0.5	0.5	2	4	2	4	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG0518	0.5	0.44444	4	9	3	4	0	0	1	1	1	1	0	0	1	2	0	0	0	0	
KOG3655	0.48611	0.58333	7	12	4	6	0	0	1	1	1	1	1	3	1	2	0	0	0	0	
KOG3638	0.47917	0.19048	4	21	3	4	0	0	0	0	1	1	1	1	1	2	0	0	0	0	
KOG0484	0.45833	0.42857	3	7	3	4	0	0	1	1	0	0	1	1	1	1	0	0	0	0	
KOG4643	0.45833	0.42857	3	7	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG0493	0.4375	0.5	4	8	2	4	0	0	0	0	1	1	1	3	0	0	0	0	0	0	
KOG0240	0.42857	0.52941	9	17	4	7	0	0	1	1	1	1	1	4	1	3	0	0	0	0	
KOG1100	0.4	0.1	2	20	2	5	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG2956	0.4	0.22222	2	9	2	5	1	1	0	0	1	1	0	0	0	0	0	0	0	0	
KOG2098	0.4	0.4	2	5	2	5	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG0281	0.4	0.25	2	8	2	5	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG4327	0.4	0.4	2	5	2	5	0	0	0	0	1	1	1	1	0	0	0	0	0	0	
KOG3510	0.38802	0.33333	32	96	4	4	0	0	1	7	1	15	1	4	1	6	0	0	0	0	
KOG0595	0.37857	0.38889	7	18	5	7	1	1	1	1	1	1	1	2	1	2	0	0	0	0	
KOG1094	0.375	0.33333	3	9	2	4	0	0	1	2	0	0	0	0	1	1	0	0	0	0	
KOG3993	0.375	0.28571	2	7	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG3559	0.375	0.33333	2	6	2	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	
KOG0695	0.375	0.4	2	5	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG1853	0.375	0.33333	2	6	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG3779	0.375	0.33333	2	6	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG0844	0.375	0.28571	2	7	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG1044	0.375	0.25	2	8	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG1225	0.35333	0.34783	8	23	4	5	0	0	1	2	1	2	1	2	1	2	0	0	0	0	
KOG4240	0.34861	0.35	7	20	4	4	0	0	1	1	1	1	1	1	1	4	0	0	0	0	
KOG3299	0.33333	0.25	2	8	2	6	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG3571	0.33333	0.2	2	10	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG3836	0.33333	0.15385	2	13	2	6	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG2418	0.33333	0.375	3	8	2	4	0	0	0	0	1	2	0	0	1	1	0	0	0	0	
KOG3535	0.33333	0.28571	2	7	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG3594	0.33272	0.33566	48	143	4	4	0	0	1	1	1	4	1	15	1	28	0	0	0	0	
KOG4475	0.33036	0.27027	10	37	4	4	0	0	1	4	1	2	1	1	1	3	0	0	0	0	
KOG4229	0.32444	0.22727	5	22	3	5	1	1	0	0	0	0	1	2	1	2	0	0	0	0	
KOG0393	0.31674	0.32967	30	91	6	7	1	4	1	3	1	5	1	9	1	8	0	0	1	1	
KOG3509	0.3125	0.36364	4	11	3	4	0	0	1	1	1	2	0	0	1	1	0	0	0	0	
KOG1021	0.305	0.06383	3	47	3	5	1	1	0	0	1	1	0	0	1	1	0	0	0	0	
KOG1595	0.3	0.125	2	16	2	5	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG3248	0.3	0.18182	2	11	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG3520	0.29464	0.31579	6	19	3	4	0	0	0	0	1	1	1	3	1	2	0	0	0	0	
KOG2251	0.29167	0.14286	2	14	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG3667	0.29167	0.13333	2	15	2	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	
KOG1219	0.2875	0.28571	4	14	3	4	0	0	1	1	0	0	1	1	1	2	0	0	0	0	
KOG3913	0.28642	0.2449	12	49	4	4	0	0	1	1	1	4	1	2	1	5	0	0	0	0	
KOG2176	0.28571	0.33333	3	9	2	7	1	2	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1943	0.28571	0.28571	2	7	2	7	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG2027	0.28571	0.11111	2	18	2	7	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG3701	0.28125	0.17857	5	28	2	4	0	0	0	0	1	4	0	0	1	1	0	0	0	0	
KOG3545	0.26923	0.06897	2	29	2	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	
KOG1010	0.26667	0.25	2	8	2	5	1	1	0	0	0	0	0	0	1	1	0	0	0	0	
KOG3681	0.26667	0.28571	4	14	3	4	0	0	0	0	1	1	1	1	1	2	0	0	0	0	
KOG0295	0.26667	0.22222	2	9	2	5	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG1095	0.25625	0.21053	4	19	3	4	0	0	0	0	1	1	1	2	1	1	0	0	0	0	
KOG1776	0.25	0.25	1	4	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
ENOG502S3PY	0.25	0.25	1	4	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
KOG0701	0.25	0.13333	2	15	2	6	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG2578	0.25	0.25	2	8	1	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	
KOG4405	0.25	0.2	1	5	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
KOG2297	0.25	0.125	1	8	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1811	0.25	0.25	1	4	1	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
KOG2717	0.25	0.25	1	4	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
KOG4278	0.25	0.16667	1	6	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG3658	0.25	0.3	3	10	2	4	0	0	0	0	1	2	0	0	1	1	0	0	0	0	
KOG0904	0.25	0.11111	1	9	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG4743	0.25	0.1	1	10	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG3915	0.25	0.14286	1	7	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
