Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1254	1.0	1.0	12	12	6	6	1	5	1	2	1	1	1	1	1	1	0	0	1	2	
KOG0452	1.0	1.0	11	11	5	5	1	4	1	1	1	2	1	2	1	2	0	0	0	0	
KOG1317	1.0	1.0	11	11	7	7	1	2	1	1	1	4	1	1	1	1	1	1	1	1	
KOG1526	1.0	1.0	12	12	6	6	1	3	1	2	1	1	0	0	1	2	1	3	1	1	
KOG0784	1.0	1.0	15	15	7	7	1	4	1	3	1	3	1	1	1	2	1	1	1	1	
KOG0785	1.0	1.0	12	12	7	7	1	2	1	1	1	3	1	1	1	1	1	2	1	2	
KOG1496	1.0	1.0	10	10	5	5	1	4	1	1	1	1	1	2	1	2	0	0	0	0	
KOG0559	1.0	1.0	7	7	6	6	1	2	1	1	1	1	0	0	1	1	1	1	1	1	
KOG3326	1.0	1.0	9	9	7	7	1	1	1	1	1	2	1	1	1	2	1	1	1	1	
KOG0449	1.0	1.0	9	9	7	7	1	1	1	1	1	2	1	1	1	1	1	2	1	1	
KOG3049	1.0	1.0	10	10	7	7	1	3	1	1	1	2	1	1	1	1	1	1	1	1	
KOG1255	1.0	1.0	9	9	6	6	1	2	1	2	1	2	0	0	1	1	1	1	1	1	
KOG2799	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0450	1.0	1.0	12	12	7	7	1	2	1	1	1	2	1	3	1	2	1	1	1	1	
KOG4097	1.0	1.0	9	9	6	6	0	0	1	1	1	1	1	2	1	1	1	3	1	1	
KOG0451	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1447	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1494	0.97619	0.9375	15	16	7	7	1	5	1	1	1	3	1	1	1	1	1	3	1	1	
KOG2403	0.95238	0.91667	11	12	7	7	1	2	1	2	1	2	1	1	1	1	1	2	1	1	
KOG2617	0.90476	0.875	14	16	7	7	1	5	1	1	1	2	1	1	1	1	1	3	1	1	
KOG0453	0.86667	0.8	8	10	5	5	0	0	1	1	1	2	0	0	1	1	1	2	1	2	
KOG1260	0.4375	0.375	3	8	3	4	1	1	1	1	0	0	0	0	0	0	1	1	0	0	
KOG3245	0.25	0.2	1	5	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
KOG1335	0.16667	0.1	1	10	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0225	0.14286	0.18182	2	11	1	7	0	0	0	0	0	0	0	0	1	2	0	0	0	0	
KOG0524	0.14286	0.11111	1	9	1	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG1257	0.07143	0.05	1	20	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
KOG0557	0.07143	0.0625	1	16	1	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG0102	0.02778	0.07692	1	13	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
KOG1216	0.00926	0.01695	1	59	1	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG3544	0.00543	0.00357	1	280	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
