Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG0726	1.0	1.0	9	9	7	7	1	2	1	2	1	1	1	1	1	1	1	1	1	1	
KOG0727	1.0	1.0	8	8	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
KOG0728	1.0	1.0	10	10	7	7	1	2	1	2	1	2	1	1	1	1	1	1	1	1	
KOG1498	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG2908	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0652	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0863	1.0	1.0	9	9	7	7	1	2	1	1	1	2	1	1	1	1	1	1	1	1	
KOG0184	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0178	1.0	1.0	9	9	7	7	1	2	1	1	1	2	1	1	1	1	1	1	1	1	
KOG0176	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0182	1.0	1.0	10	10	7	7	1	2	1	1	1	1	1	3	1	1	1	1	1	1	
KOG0183	1.0	1.0	11	11	7	7	1	2	1	1	1	3	1	1	1	2	1	1	1	1	
KOG0179	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0177	1.0	1.0	10	10	7	7	1	2	1	1	1	3	1	1	1	1	1	1	1	1	
KOG0180	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0185	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0175	1.0	1.0	12	12	7	7	1	2	1	1	1	3	1	1	1	3	1	1	1	1	
KOG0174	1.0	1.0	9	9	7	7	1	1	1	1	1	1	1	2	1	2	1	1	1	1	
KOG0173	1.0	1.0	12	12	7	7	1	2	1	1	1	3	1	2	1	2	1	1	1	1	
