Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1858	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG2165	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG4640	1.0	1.0	5	5	5	5	1	1	0	0	1	1	0	0	1	1	1	1	1	1	
KOG4322	1.0	1.0	4	4	4	4	1	1	0	0	1	1	0	0	1	1	0	0	1	1	
KOG3032	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG4652	1.0	1.0	11	11	5	5	1	2	1	4	0	0	1	2	1	2	1	1	0	0	
KOG0890	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0580	1.0	1.0	13	13	7	7	1	3	1	2	1	2	1	1	1	3	1	1	1	1	
KOG1166	1.0	1.0	16	16	7	7	1	3	1	2	1	2	1	3	1	2	1	2	1	2	
KOG1036	1.0	1.0	9	9	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0653	1.0	1.0	47	47	7	7	1	12	1	5	1	3	1	4	1	9	1	9	1	5	
KOG0656	1.0	1.0	16	16	5	5	1	10	1	1	1	1	1	1	1	3	0	0	0	0	
KOG1126	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1173	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG1155	1.0	1.0	8	8	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
KOG2227	1.0	1.0	7	7	6	6	1	2	1	1	1	1	0	0	1	1	1	1	1	1	
KOG4762	1.0	1.0	7	7	6	6	1	2	1	1	1	1	1	1	1	1	0	0	1	1	
KOG3484	1.0	1.0	12	12	7	7	1	2	1	2	1	2	1	2	1	2	1	1	1	1	
KOG2328	1.0	1.0	5	5	5	5	1	1	0	0	1	1	0	0	1	1	1	1	1	1	
KOG0413	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG3014	1.0	1.0	9	9	7	7	1	1	1	1	1	1	1	2	1	2	1	1	1	1	
KOG1434	1.0	1.0	7	7	5	5	1	2	0	0	1	1	0	0	1	2	1	1	1	1	
KOG1798	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0970	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1274	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG2001	1.0	1.0	7	7	5	5	1	1	0	0	1	3	0	0	1	1	1	1	1	1	
KOG2000	1.0	1.0	10	10	6	6	1	2	0	0	1	3	1	1	1	2	1	1	1	1	
KOG2065	1.0	1.0	4	4	4	4	1	1	0	0	1	1	1	1	1	1	0	0	0	0	
KOG4603	1.0	1.0	4	4	4	4	1	1	0	0	0	0	0	0	1	1	1	1	1	1	
KOG0244	1.0	1.0	17	17	5	5	1	4	1	2	1	3	1	2	1	6	0	0	0	0	
KOG4593	1.0	1.0	6	6	6	6	1	1	0	0	1	1	1	1	1	1	1	1	1	1	
KOG3285	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0479	1.0	1.0	8	8	7	7	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
KOG0478	1.0	1.0	8	8	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
KOG0481	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0480	1.0	1.0	10	10	7	7	1	2	1	1	1	1	1	1	1	3	1	1	1	1	
KOG0482	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG2545	1.0	1.0	5	5	5	5	1	1	0	0	1	1	1	1	1	1	0	0	1	1	
KOG3433	1.0	1.0	5	5	5	5	1	1	0	0	0	0	1	1	1	1	1	1	1	1	
KOG0596	1.0	1.0	6	6	6	6	1	1	0	0	1	1	1	1	1	1	1	1	1	1	
KOG2310	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0220	1.0	1.0	4	4	4	4	1	1	1	1	0	0	0	0	1	1	1	1	0	0	
KOG0221	1.0	1.0	4	4	4	4	1	1	1	1	0	0	0	0	1	1	1	1	0	0	
KOG2379	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
ENOG502S6UI	1.0	1.0	4	4	4	4	1	1	0	0	0	0	1	1	1	1	0	0	1	1	
ENOG502QQ7Y	1.0	1.0	4	4	4	4	1	1	0	0	1	1	1	1	1	1	0	0	0	0	
KOG0995	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG4378	1.0	1.0	4	4	4	4	1	1	0	0	1	1	1	1	1	1	0	0	0	0	
KOG1514	1.0	1.0	9	9	7	7	1	2	1	1	1	1	1	1	1	1	1	2	1	1	
KOG0744	1.0	1.0	6	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	0	0	
KOG1525	1.0	1.0	14	14	7	7	1	6	1	1	1	1	1	2	1	2	1	1	1	1	
KOG1970	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0962	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1010	1.0	1.0	8	8	5	5	1	1	1	1	1	2	1	1	1	3	0	0	0	0	
KOG1213	1.0	1.0	16	16	7	7	1	4	1	2	1	1	1	3	1	3	1	1	1	2	
KOG1020	1.0	1.0	8	8	7	7	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
KOG2011	1.0	1.0	15	15	7	7	1	1	1	1	1	2	1	5	1	3	1	1	1	2	
KOG2300	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG4832	1.0	1.0	5	5	4	4	1	2	1	1	0	0	1	1	1	1	0	0	0	0	
KOG0933	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0964	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG4657	1.0	1.0	5	5	5	5	1	1	0	0	0	0	1	1	1	1	1	1	1	1	
KOG2795	1.0	1.0	8	8	6	6	1	3	1	1	1	1	0	0	1	1	1	1	1	1	
KOG2893	1.0	1.0	5	5	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1376	1.0	1.0	39	39	7	7	1	4	1	10	1	5	1	9	1	7	1	2	1	2	
KOG1375	1.0	1.0	39	39	7	7	1	8	1	6	1	5	1	6	1	12	1	1	1	1	
KOG1374	1.0	1.0	12	12	7	7	1	2	1	1	1	2	1	2	1	3	1	1	1	1	
KOG0981	1.0	1.0	10	10	7	7	1	3	1	1	1	1	1	1	1	2	1	1	1	1	
KOG0442	1.0	1.0	7	7	6	6	1	1	1	1	1	1	0	0	1	2	1	1	1	1	
KOG2163	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG0798	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3004	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1106	1.0	1.0	5	5	5	5	1	1	1	1	1	1	0	0	0	0	1	1	1	1	
KOG2867	1.0	1.0	11	11	7	7	1	1	1	1	1	3	1	1	1	1	1	2	1	2	
KOG2827	1.0	1.0	7	7	6	6	1	2	1	1	1	1	1	1	1	1	0	0	1	1	
KOG3999	1.0	1.0	6	6	5	5	1	1	1	1	1	1	0	0	1	2	0	0	1	1	
KOG1167	1.0	1.0	9	9	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	2	
KOG3113	1.0	1.0	5	5	5	5	1	1	1	1	1	1	0	0	1	1	0	0	1	1	
KOG4712	1.0	1.0	5	5	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0165	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG2025	1.0	1.0	6	6	6	6	1	1	0	0	1	1	1	1	1	1	1	1	1	1	
KOG0414	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG2810	1.0	1.0	8	8	6	6	1	1	1	1	1	1	1	2	1	2	0	0	1	1	
KOG1949	1.0	1.0	4	4	4	4	1	1	1	1	0	0	1	1	1	1	0	0	0	0	
KOG3640	1.0	1.0	7	7	4	4	0	0	1	3	1	2	1	1	1	1	0	0	0	0	
ENOG502QQ4Z	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0655	1.0	1.0	5	5	4	4	0	0	1	1	1	1	1	1	1	2	0	0	0	0	
KOG0615	1.0	1.0	7	7	5	5	0	0	1	2	1	1	0	0	1	1	1	2	1	1	
KOG3958	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG4256	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG2528	1.0	1.0	9	9	4	4	0	0	1	1	1	1	1	4	1	3	0	0	0	0	
KOG1853	1.0	1.0	6	6	4	4	0	0	1	1	1	1	1	2	1	2	0	0	0	0	
KOG3606	1.0	1.0	9	9	4	4	0	0	1	1	1	1	1	3	1	4	0	0	0	0	
KOG0575	1.0	1.0	14	14	6	6	0	0	1	3	1	2	1	2	1	5	1	1	1	1	
KOG0608	1.0	1.0	7	7	4	4	0	0	1	2	1	1	1	2	1	2	0	0	0	0	
KOG4739	1.0	1.0	11	11	4	4	0	0	1	5	1	3	0	0	1	2	1	1	0	0	
KOG4803	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG3859	1.0	1.0	11	11	4	4	0	0	1	1	1	2	1	3	1	5	0	0	0	0	
KOG2655	1.0	1.0	25	25	6	6	0	0	1	1	1	3	1	3	1	6	1	6	1	6	
KOG0043	1.0	1.0	6	6	4	4	0	0	1	1	1	2	1	1	1	2	0	0	0	0	
KOG4084	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1547	1.0	1.0	7	7	4	4	0	0	0	0	0	0	1	2	1	3	1	1	1	1	
ENOG502R8ER	1.0	1.0	4	4	4	4	0	0	0	0	1	1	1	1	1	1	0	0	1	1	
KOG3000	0.97143	0.95238	20	21	7	7	1	3	1	2	1	6	1	4	1	3	1	1	1	1	
KOG0387	0.95833	0.92308	12	13	6	6	1	3	1	2	0	0	1	2	1	3	1	1	1	1	
KOG3381	0.95238	0.90909	10	11	7	7	1	2	1	1	1	2	1	1	1	2	1	1	1	1	
KOG1849	0.95238	0.9	9	10	7	7	1	2	1	2	1	1	1	1	1	1	1	1	1	1	
KOG0371	0.95238	0.94118	16	17	7	7	1	5	1	1	1	1	1	2	1	3	1	2	1	2	
KOG0601	0.95238	0.92857	13	14	7	7	1	1	1	2	1	2	1	2	1	3	1	1	1	2	
KOG2464	0.95098	0.78261	18	23	6	6	1	1	1	12	1	1	0	0	1	1	1	2	1	1	
KOG2956	0.95	0.88889	8	9	5	5	1	1	1	3	1	1	1	1	1	2	0	0	0	0	
KOG4302	0.95	0.82353	14	17	6	6	1	7	0	0	1	2	1	1	1	1	1	1	1	2	
KOG1130	0.9375	0.85714	6	7	4	4	0	0	1	1	1	1	1	1	1	3	0	0	0	0	
KOG2128	0.93333	0.88889	8	9	5	5	0	0	1	1	0	0	1	1	1	3	1	1	1	2	
KOG3437	0.92857	0.88889	8	9	7	7	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
KOG0373	0.92857	0.875	7	8	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1820	0.92857	0.90909	10	11	7	7	1	1	1	3	1	1	1	1	1	1	1	1	1	2	
KOG0018	0.92857	0.83333	10	12	7	7	1	1	1	2	1	1	1	2	1	2	1	1	1	1	
KOG0996	0.92857	0.88889	8	9	7	7	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
KOG2475	0.92857	0.875	7	8	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1133	0.92857	0.875	7	8	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0654	0.925	0.88889	24	27	5	5	1	10	1	5	1	2	1	3	1	4	0	0	0	0	
KOG3303	0.91667	0.85714	6	7	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0321	0.91667	0.85714	6	7	6	6	1	1	1	1	1	1	1	1	1	1	0	0	1	1	
KOG1974	0.90476	0.77778	7	9	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0851	0.90306	0.73077	19	26	7	7	1	8	1	3	1	2	1	2	1	2	1	1	1	1	
KOG1151	0.9	0.88889	8	9	5	5	1	1	1	1	1	1	1	3	1	2	0	0	0	0	
KOG2359	0.9	0.83333	5	6	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1766	0.9	0.85714	6	7	5	5	1	1	1	2	1	1	1	1	1	1	0	0	0	0	
KOG0243	0.9	0.84615	11	13	7	7	1	4	1	1	1	1	1	1	1	1	1	2	1	1	
KOG4438	0.9	0.83333	5	6	5	5	1	1	0	0	0	0	1	1	1	1	1	1	1	1	
KOG0355	0.89796	0.6875	11	16	7	7	1	2	1	3	1	1	1	1	1	2	1	1	1	1	
KOG1433	0.89796	0.75	15	20	7	7	1	2	1	1	1	2	1	2	1	4	1	1	1	3	
KOG4344	0.875	0.75	6	8	4	4	1	2	0	0	1	2	1	1	1	1	0	0	0	0	
KOG4233	0.875	0.8	4	5	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0790	0.875	0.8	4	5	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0390	0.87143	0.59091	13	22	7	7	1	1	1	2	1	2	1	2	1	2	1	2	1	2	
KOG1493	0.85714	0.77778	7	9	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0967	0.85714	0.72727	8	11	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0477	0.85714	0.8	8	10	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1929	0.85714	0.77778	7	9	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3772	0.83333	0.82353	14	17	7	7	1	1	1	4	1	2	1	1	1	3	1	1	1	2	
KOG0979	0.83333	0.71429	5	7	5	6	1	1	1	1	0	0	0	0	1	1	1	1	1	1	
KOG3206	0.83333	0.83333	5	6	5	6	1	1	1	1	1	1	0	0	1	1	0	0	1	1	
KOG1171	0.825	0.5	7	14	5	5	1	1	1	1	1	2	1	1	1	2	0	0	0	0	
KOG0028	0.81905	0.6875	11	16	7	7	1	2	1	1	1	2	1	2	1	2	1	1	1	1	
KOG2152	0.8	0.83333	5	6	4	5	1	2	1	1	1	1	0	0	1	1	0	0	0	0	
KOG1564	0.8	0.8	4	5	4	5	1	1	0	0	1	1	0	0	0	0	1	1	1	1	
KOG0295	0.8	0.66667	6	9	5	5	0	0	1	1	1	1	1	2	1	1	1	1	0	0	
KOG0247	0.8	0.63636	7	11	4	4	0	0	1	1	1	2	1	1	1	3	0	0	0	0	
KOG1724	0.78912	0.42593	23	54	7	7	1	4	1	7	1	7	1	1	1	2	1	1	1	1	
KOG0730	0.78571	0.73913	17	23	7	7	1	4	1	3	1	2	1	2	1	2	1	2	1	2	
KOG0305	0.78095	0.83333	25	30	6	7	1	10	1	2	1	4	0	0	1	2	1	3	1	4	
KOG2869	0.7619	0.6	6	10	6	7	0	0	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0239	0.75281	0.42105	16	38	7	7	1	3	1	4	1	1	1	1	1	4	1	1	1	2	
KOG4751	0.75	0.8	4	5	3	4	1	2	0	0	1	1	0	0	1	1	0	0	0	0	
KOG2578	0.75	0.875	7	8	3	4	1	3	0	0	0	0	1	2	1	2	0	0	0	0	
KOG3138	0.75	0.73684	14	19	7	7	1	3	1	3	1	2	1	2	1	2	1	1	1	1	
KOG0423	0.75	0.75	3	4	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG1811	0.75	0.75	3	4	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG0662	0.75	0.75	3	4	3	4	0	0	1	1	1	1	0	0	1	1	0	0	0	0	
KOG4743	0.75	0.7	7	10	4	4	0	0	1	1	1	1	1	2	1	3	0	0	0	0	
KOG3524	0.75	0.66667	4	6	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG2120	0.75	0.75	3	4	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG0659	0.7381	0.69231	9	13	7	7	1	2	1	1	1	1	1	1	1	2	1	1	1	1	
KOG1720	0.73095	0.52941	9	17	6	6	0	0	1	1	1	1	1	2	1	3	1	1	1	1	
KOG0590	0.71667	0.54545	12	22	5	5	0	0	1	4	1	1	0	0	1	1	1	2	1	4	
KOG0240	0.71429	0.82353	14	17	6	7	1	4	1	1	1	1	1	4	1	3	0	0	1	1	
KOG3564	0.70833	0.66667	6	9	4	4	0	0	1	1	1	2	1	2	1	1	0	0	0	0	
KOG4280	0.70095	0.6875	22	32	5	5	1	4	1	4	1	4	1	4	1	6	0	0	0	0	
KOG1667	0.7	0.75	6	8	4	5	0	0	1	1	1	1	1	3	1	1	0	0	0	0	
KOG4081	0.7	0.625	5	8	4	5	0	0	0	0	1	1	1	1	1	2	0	0	1	1	
KOG0242	0.69246	0.48718	19	39	6	6	1	5	0	0	1	3	1	1	1	4	1	2	1	4	
KOG0594	0.6754	0.62791	27	43	7	7	1	6	1	3	1	3	1	4	1	6	1	3	1	2	
KOG4485	0.675	0.44444	4	9	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0075	0.66667	0.72727	8	11	4	5	1	4	0	0	1	1	1	1	1	2	0	0	0	0	
KOG3818	0.66667	0.66667	4	6	4	6	1	1	0	0	1	1	0	0	0	0	1	1	1	1	
KOG2261	0.66667	0.54545	6	11	5	7	1	2	1	1	1	1	0	0	0	0	1	1	1	1	
KOG0591	0.66667	0.71429	5	7	4	6	0	0	0	0	1	1	0	0	1	2	1	1	1	1	
KOG1085	0.625	0.6	3	5	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG0892	0.61905	0.55556	5	9	5	7	1	1	1	1	1	1	0	0	1	1	0	0	1	1	
KOG1969	0.61905	0.55556	5	9	5	7	1	1	0	0	1	1	0	0	1	1	1	1	1	1	
KOG1003	0.61667	0.4	6	15	5	6	0	0	1	1	1	1	1	1	0	0	1	2	1	1	
KOG0048	0.60735	0.08333	12	144	4	5	1	5	0	0	1	1	1	3	1	3	0	0	0	0	
KOG2577	0.60667	0.61111	11	18	4	5	1	3	0	0	1	2	1	1	1	5	0	0	0	0	
KOG1897	0.6	0.57143	4	7	3	5	0	0	1	1	0	0	0	0	1	1	0	0	1	2	
KOG4364	0.6	0.6	3	5	3	5	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG0421	0.6	0.5	3	6	3	5	0	0	0	0	1	1	0	0	1	1	0	0	1	1	
KOG1408	0.6	0.57143	4	7	4	5	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG2556	0.6	0.6	3	5	3	5	0	0	1	1	1	1	0	0	1	1	0	0	0	0	
KOG0588	0.6	0.75	6	8	3	5	0	0	0	0	0	0	0	0	1	2	1	2	1	2	
KOG4139	0.6	0.625	5	8	3	5	0	0	0	0	0	0	0	0	1	2	1	1	1	2	
KOG0246	0.58333	0.53846	7	13	4	5	0	0	1	1	1	2	1	1	1	3	0	0	0	0	
KOG4076	0.58333	0.63636	7	11	4	6	0	0	1	1	1	1	1	4	1	1	0	0	0	0	
KOG1042	0.58333	0.7	7	10	3	4	0	0	0	0	1	1	1	2	1	4	0	0	0	0	
KOG0666	0.57143	0.44444	4	9	4	7	1	1	1	1	1	1	0	0	0	0	1	1	0	0	
KOG2979	0.57143	0.4	4	10	4	7	1	1	0	0	0	0	0	0	1	1	1	1	1	1	
KOG3800	0.57143	0.5	4	8	4	7	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0351	0.57143	0.38889	7	18	6	7	0	0	1	1	1	1	1	1	1	2	1	1	1	1	
KOG0424	0.57143	0.55556	5	9	4	7	0	0	0	0	1	1	1	2	1	1	1	1	0	0	
KOG4362	0.56667	0.54545	6	11	4	5	0	0	1	1	1	1	1	1	1	3	0	0	0	0	
KOG0211	0.55238	0.33333	6	18	5	7	0	0	1	2	1	1	0	0	1	1	1	1	1	1	
KOG0612	0.55208	0.5	8	16	4	4	0	0	1	1	1	2	1	2	1	3	0	0	0	0	
KOG0161	0.55163	0.28261	13	46	6	6	0	0	1	3	1	3	1	1	1	3	1	1	1	2	
KOG0217	0.54167	0.44444	4	9	4	6	1	1	0	0	1	1	0	0	1	1	1	1	0	0	
KOG1656	0.53571	0.53846	7	13	4	7	0	0	0	0	1	1	1	2	1	3	0	0	1	1	
KOG4568	0.53333	0.42857	6	14	4	6	0	0	1	1	0	0	0	0	1	1	1	2	1	2	
KOG3683	0.52381	0.54545	6	11	5	7	0	0	1	2	0	0	1	1	1	1	1	1	1	1	
KOG1132	0.51667	0.58333	7	12	4	5	1	3	1	1	0	0	1	1	1	2	0	0	0	0	
KOG1174	0.5	0.5	2	4	2	4	1	1	0	0	0	0	0	0	1	1	0	0	0	0	
KOG2829	0.5	0.5	5	10	3	5	1	2	0	0	1	1	0	0	1	2	0	0	0	0	
KOG2991	0.5	0.5	2	4	2	4	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG1805	0.5	0.5	3	6	3	6	0	0	0	0	0	0	0	0	1	1	1	1	1	1	
KOG0738	0.5	0.45455	5	11	4	5	0	0	1	1	1	2	1	1	1	1	0	0	0	0	
KOG1979	0.5	0.5	3	6	3	6	0	0	0	0	0	0	0	0	1	1	1	1	1	1	
KOG2928	0.5	0.5	3	6	3	6	0	0	0	0	1	1	0	0	0	0	1	1	1	1	
KOG1636	0.5	0.44444	4	9	4	7	0	0	0	0	1	1	0	0	1	1	1	1	1	1	
KOG2086	0.5	0.3125	5	16	4	7	0	0	1	1	0	0	0	0	1	2	1	1	1	1	
KOG0647	0.5	0.44444	4	9	4	7	0	0	0	0	1	1	1	1	1	1	0	0	1	1	
KOG0096	0.5	0.33333	4	12	4	7	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1968	0.5	0.5	7	14	4	7	1	2	0	0	0	0	0	0	1	1	1	2	1	2	
KOG0991	0.5	0.5	3	6	3	6	0	0	0	0	1	1	0	0	0	0	1	1	1	1	
KOG0250	0.5	0.55556	5	9	4	7	1	2	1	1	0	0	0	0	0	0	1	1	1	1	
KOG1956	0.5	0.5	4	8	4	7	1	1	0	0	0	0	0	0	1	1	1	1	1	1	
KOG1953	0.5	0.5	3	6	3	6	1	1	0	0	1	1	0	0	0	0	0	0	1	1	
KOG0739	0.5	0.54545	6	11	4	7	1	1	0	0	0	0	0	0	1	3	1	1	1	1	
KOG1906	0.5	0.375	6	16	4	7	0	0	1	1	0	0	0	0	1	2	1	2	1	1	
KOG4497	0.5	0.5	2	4	2	4	0	0	0	0	0	0	0	0	1	1	0	0	1	1	
ENOG502QPSW	0.5	0.5	2	4	2	4	0	0	0	0	1	1	0	0	0	0	0	0	1	1	
KOG1427	0.5	0.5	2	4	2	4	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG1101	0.5	0.33333	6	18	5	6	0	0	1	1	1	1	0	0	1	2	1	1	1	1	
KOG2260	0.5	0.375	3	8	3	6	0	0	0	0	1	1	0	0	0	0	1	1	1	1	
KOG3691	0.5	0.5	3	6	3	6	0	0	0	0	1	1	0	0	1	1	0	0	1	1	
KOG3548	0.5	0.5	2	4	2	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	
KOG0695	0.5	0.4	2	5	2	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	
KOG3194	0.5	0.5	3	6	3	6	0	0	0	0	0	0	0	0	1	1	1	1	1	1	
KOG3934	0.5	0.5	2	4	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG0352	0.5	0.5	2	4	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG3595	0.47762	0.14286	5	35	5	5	0	0	1	1	1	1	0	0	1	1	1	1	1	1	
KOG4674	0.47222	0.44444	4	9	4	6	0	0	0	0	1	1	0	0	1	1	1	1	1	1	
KOG0281	0.46667	0.375	3	8	3	5	0	0	1	1	0	0	0	0	1	1	0	0	1	1	
KOG3536	0.45833	0.4	4	10	3	4	0	0	1	1	0	0	1	1	1	2	0	0	0	0	
KOG0579	0.45833	0.42857	3	7	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG0374	0.44788	0.28205	22	78	5	7	0	0	1	5	1	10	0	0	1	3	1	2	1	2	
KOG1164	0.43265	0.0873	11	126	7	7	1	1	1	1	1	1	1	3	1	2	1	1	1	2	
KOG2496	0.42857	0.42857	3	7	3	7	1	1	0	0	0	0	0	0	1	1	0	0	1	1	
