Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG1019	1.0	1.0	8	8	5	5	1	3	1	1	1	2	1	1	1	1	0	0	0	0	
KOG1858	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG2165	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG4322	1.0	1.0	4	4	4	4	1	1	0	0	1	1	0	0	1	1	0	0	1	1	
KOG1174	1.0	1.0	4	4	4	4	1	1	0	0	1	1	1	1	1	1	0	0	0	0	
KOG3032	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG0890	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0580	1.0	1.0	13	13	7	7	1	3	1	2	1	2	1	1	1	3	1	1	1	1	
KOG1166	1.0	1.0	16	16	7	7	1	3	1	2	1	2	1	3	1	2	1	2	1	2	
KOG1036	1.0	1.0	9	9	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1126	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1173	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG1155	1.0	1.0	8	8	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
KOG2227	1.0	1.0	7	7	6	6	1	2	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0659	1.0	1.0	13	13	7	7	1	3	1	2	1	2	1	2	1	2	1	1	1	1	
KOG0663	1.0	1.0	11	11	6	6	1	2	1	2	1	2	1	1	1	3	0	0	1	1	
KOG4762	1.0	1.0	7	7	6	6	1	2	1	1	1	1	1	1	1	1	0	0	1	1	
KOG2607	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG3484	1.0	1.0	12	12	7	7	1	2	1	2	1	2	1	2	1	2	1	1	1	1	
KOG0668	1.0	1.0	15	15	7	7	1	4	1	1	1	1	1	3	1	3	1	2	1	1	
KOG2829	1.0	1.0	10	10	5	5	1	2	1	1	1	1	1	2	1	4	0	0	0	0	
KOG4593	1.0	1.0	6	6	6	6	1	1	0	0	1	1	1	1	1	1	1	1	1	1	
KOG3285	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0596	1.0	1.0	6	6	6	6	1	1	0	0	1	1	1	1	1	1	1	1	1	1	
KOG2310	1.0	1.0	6	6	6	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	
KOG2379	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
ENOG502QQ7Y	1.0	1.0	4	4	4	4	1	1	0	0	1	1	1	1	1	1	0	0	0	0	
KOG1514	1.0	1.0	9	9	7	7	1	2	1	1	1	1	1	1	1	1	1	2	1	1	
KOG0744	1.0	1.0	6	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	0	0	
KOG1970	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1010	1.0	1.0	8	8	5	5	1	1	1	1	1	2	1	1	1	3	0	0	0	0	
KOG2893	1.0	1.0	5	5	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG2152	1.0	1.0	6	6	5	5	1	2	1	1	1	1	1	1	1	1	0	0	0	0	
KOG2163	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG3004	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3999	1.0	1.0	6	6	5	5	1	1	1	1	1	1	0	0	1	2	0	0	1	1	
KOG1167	1.0	1.0	9	9	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	2	
KOG4712	1.0	1.0	5	5	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG2810	1.0	1.0	8	8	6	6	1	1	1	1	1	1	1	2	1	2	0	0	1	1	
KOG0655	1.0	1.0	5	5	4	4	0	0	1	1	1	1	1	1	1	2	0	0	0	0	
KOG0662	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0615	1.0	1.0	7	7	5	5	0	0	1	2	1	1	0	0	1	1	1	2	1	1	
KOG4743	1.0	1.0	10	10	4	4	0	0	1	2	1	1	1	4	1	3	0	0	0	0	
KOG3924	1.0	1.0	10	10	5	5	0	0	1	6	1	1	1	1	1	1	1	1	0	0	
KOG3993	1.0	1.0	7	7	4	4	0	0	1	1	1	2	1	2	1	2	0	0	0	0	
KOG3548	1.0	1.0	4	4	4	4	0	0	1	1	0	0	0	0	1	1	1	1	1	1	
KOG0837	1.0	1.0	9	9	5	5	0	0	1	1	1	1	1	3	1	3	1	1	0	0	
KOG4256	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG3194	1.0	1.0	6	6	6	6	0	0	1	1	1	1	1	1	1	1	1	1	1	1	
KOG4803	1.0	1.0	4	4	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0982	1.0	1.0	7	7	4	4	0	0	1	1	1	1	1	3	1	2	0	0	0	0	
KOG4470	1.0	1.0	8	8	4	4	0	0	1	1	1	1	1	3	1	3	0	0	0	0	
KOG4139	1.0	1.0	8	8	5	5	0	0	0	0	1	1	1	2	1	2	1	1	1	2	
ENOG502R8ER	1.0	1.0	4	4	4	4	0	0	0	0	1	1	1	1	1	1	0	0	1	1	
KOG3687	1.0	1.0	5	5	4	4	0	0	0	0	1	1	1	1	1	1	0	0	1	2	
KOG0594	0.95238	0.93023	40	43	7	7	1	6	1	5	1	4	1	9	1	10	1	3	1	3	
KOG0601	0.95238	0.92857	13	14	7	7	1	1	1	2	1	2	1	2	1	3	1	1	1	2	
KOG1974	0.95238	0.88889	8	9	7	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
KOG0666	0.92857	0.88889	8	9	7	7	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
KOG1929	0.92857	0.88889	8	9	7	7	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
KOG0321	0.91667	0.85714	6	7	6	6	1	1	1	1	1	1	1	1	1	1	0	0	1	1	
KOG4674	0.88889	0.77778	7	9	6	6	1	1	0	0	1	1	1	1	1	1	1	2	1	1	
KOG2492	0.875	0.8	4	5	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG0669	0.875	0.8	4	5	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1493	0.85714	0.77778	7	9	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1101	0.83333	0.77778	14	18	6	6	0	0	1	1	1	3	1	2	1	6	1	1	1	1	
KOG0575	0.83333	0.85714	12	14	6	6	0	0	1	3	1	1	1	1	1	5	1	1	1	1	
KOG0656	0.82	0.4375	7	16	5	5	1	1	1	1	1	1	1	1	1	3	0	0	0	0	
KOG0421	0.8	0.66667	4	6	4	5	0	0	0	0	1	1	0	0	1	1	1	1	1	1	
KOG1811	0.75	0.75	3	4	3	4	0	0	0	0	1	1	1	1	1	1	0	0	0	0	
KOG3524	0.75	0.66667	4	6	4	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	
