Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG0063	1.0	1.0	9	9	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
KOG2726	1.0	1.0	19	19	7	7	1	6	1	2	1	2	1	2	1	3	1	2	1	2	
KOG1763	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3137	1.0	1.0	6	6	4	4	1	2	0	0	1	2	1	1	1	1	0	0	0	0	
KOG1487	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0052	1.0	1.0	14	14	7	7	1	2	1	1	1	2	1	4	1	2	1	1	1	2	
KOG1668	1.0	1.0	15	15	7	7	1	4	1	2	1	2	1	2	1	3	1	1	1	1	
KOG1627	1.0	1.0	9	9	7	7	1	2	1	1	1	1	1	1	1	1	1	2	1	1	
KOG0469	1.0	1.0	11	11	7	7	1	2	1	1	1	1	1	4	1	1	1	1	1	1	
KOG0465	1.0	1.0	12	12	7	7	1	3	1	2	1	1	1	1	1	1	1	2	1	2	
KOG0460	1.0	1.0	10	10	7	7	1	2	1	2	1	2	1	1	1	1	1	1	1	1	
KOG2072	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG2314	1.0	1.0	9	9	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1076	1.0	1.0	9	9	7	7	1	2	1	1	1	1	1	1	1	2	1	1	1	1	
KOG2479	1.0	1.0	8	8	6	6	1	2	1	1	1	2	1	1	1	1	0	0	1	1	
KOG2758	1.0	1.0	7	7	6	6	1	1	1	1	1	1	1	2	1	1	0	0	1	1	
KOG2975	1.0	1.0	6	6	5	5	1	1	1	1	1	2	0	0	1	1	0	0	1	1	
KOG1560	1.0	1.0	7	7	6	6	1	1	1	1	1	1	1	2	1	1	0	0	1	1	
KOG0643	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3252	1.0	1.0	5	5	5	5	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
KOG0688	1.0	1.0	9	9	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
KOG2438	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0462	1.0	1.0	11	11	7	7	1	4	1	1	1	1	1	1	1	1	1	1	1	2	
KOG0901	1.0	1.0	12	12	7	7	1	4	1	1	1	1	1	1	1	1	1	2	1	2	
KOG2916	1.0	1.0	9	9	7	7	1	2	1	1	1	1	1	2	1	1	1	1	1	1	
KOG2768	1.0	1.0	8	8	6	6	1	3	1	1	1	1	0	0	1	1	1	1	1	1	
KOG1145	1.0	1.0	7	7	6	6	1	2	1	1	1	1	0	0	1	1	1	1	1	1	
KOG1670	1.0	1.0	22	22	7	7	1	4	1	4	1	6	1	3	1	2	1	1	1	2	
KOG1669	1.0	1.0	6	6	5	5	1	1	1	1	1	1	1	2	1	1	0	0	0	0	
KOG3271	1.0	1.0	15	15	7	7	1	3	1	2	1	1	1	2	1	3	1	2	1	2	
KOG2767	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3185	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0803	1.0	1.0	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1570	1.0	1.0	11	11	7	7	1	3	1	1	1	2	1	1	1	1	1	1	1	2	
KOG3204	1.0	1.0	13	13	7	7	1	4	1	1	1	1	1	1	1	1	1	2	1	3	
KOG1754	1.0	1.0	15	15	7	7	1	6	1	1	1	2	1	1	1	2	1	2	1	1	
KOG0829	1.0	1.0	10	10	7	7	1	4	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1751	1.0	1.0	10	10	7	7	1	2	1	2	1	1	1	1	1	1	1	1	1	2	
KOG1742	1.0	1.0	9	9	6	6	1	3	1	1	1	1	0	0	1	1	1	1	1	2	
KOG0887	1.0	1.0	12	12	7	7	1	4	1	1	1	1	1	1	1	1	1	2	1	2	
KOG0402	1.0	1.0	9	9	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	2	
KOG3257	1.0	1.0	8	8	6	6	1	3	1	1	1	1	0	0	1	1	1	1	1	1	
KOG3203	1.0	1.0	7	7	6	6	1	2	1	1	1	1	0	0	1	1	1	1	1	1	
KOG0846	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3280	1.0	1.0	9	9	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1698	1.0	1.0	11	11	7	7	1	5	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1569	1.0	1.0	7	7	6	6	1	2	1	1	1	1	0	0	1	1	1	1	1	1	
KOG4707	1.0	1.0	5	5	4	4	1	2	1	1	1	1	0	0	1	1	0	0	0	0	
KOG1686	1.0	1.0	6	6	5	5	1	2	1	1	1	1	1	1	1	1	0	0	0	0	
KOG1711	1.0	1.0	8	8	6	6	1	3	1	1	1	1	0	0	1	1	1	1	1	1	
KOG1708	1.0	1.0	6	6	5	5	1	2	1	1	1	1	1	1	1	1	0	0	0	0	
KOG4600	1.0	1.0	7	7	5	5	1	3	0	0	1	1	0	0	1	1	1	1	1	1	
KOG3436	1.0	1.0	11	11	7	7	1	5	1	1	1	1	1	1	1	1	1	1	1	1	
KOG0438	1.0	1.0	10	10	7	7	1	4	1	1	1	1	1	1	1	1	1	1	1	1	
KOG4122	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3141	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG1624	1.0	1.0	8	8	7	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	
KOG4607	1.0	1.0	6	6	5	5	1	2	1	1	1	1	0	0	1	1	0	0	1	1	
KOG0857	1.0	1.0	11	11	7	7	1	3	1	1	1	1	1	1	1	2	1	1	1	2	
KOG0397	1.0	1.0	10	10	7	7	1	2	1	2	1	1	1	1	1	1	1	2	1	1	
KOG0886	1.0	1.0	9	9	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3295	1.0	1.0	10	10	7	7	1	3	1	1	1	1	1	1	1	1	1	2	1	1	
KOG3421	1.0	1.0	9	9	7	7	1	2	1	1	1	1	1	1	1	1	1	2	1	1	
KOG1678	1.0	1.0	10	10	7	7	1	2	1	1	1	1	1	1	1	1	1	2	1	2	
KOG3353	1.0	1.0	12	12	7	7	1	2	1	1	1	1	1	1	1	3	1	2	1	2	
KOG1714	1.0	1.0	10	10	7	7	1	3	1	1	1	1	1	1	1	1	1	1	1	2	
KOG1696	1.0	1.0	11	11	7	7	1	4	1	1	1	1	1	1	1	1	1	1	1	2	
KOG1732	1.0	1.0	10	10	7	7	1	2	1	1	1	1	1	1	1	1	1	2	1	2	
KOG3434	1.0	1.0	13	13	7	7	1	3	1	1	1	2	1	2	1	2	1	2	1	1	
KOG1722	1.0	1.0	10	10	7	7	1	2	1	1	1	1	1	1	1	1	1	2	1	2	
KOG3401	1.0	1.0	10	10	7	7	1	2	1	1	1	1	1	1	1	2	1	2	1	1	
