Group ID	Average H/M	Total H/M	Hit Proteins	Total Proteins	Hit Species	Total Species	A. thaliana Total	C. elegans Total	D. melanogaster Total	D. rerio Total	H. sapiens Total	S. cerevisiae Total	S. pombe Total	A. thaliana Hit	C. elegans Hit	D. melanogaster Hit	D. rerio Hit	H. sapiens Hit	S. cerevisiae Hit	S. pombe Hit	
KOG2082	1.0	1.0	11	11	5	5	1	1	1	3	1	1	1	2	1	4	0	0	0	0	
KOG3238	1.0	1.0	4	4	4	4	1	1	1	1	1	1	0	0	1	1	0	0	0	0	
KOG3611	1.0	1.0	48	48	4	4	0	0	1	3	1	5	1	20	1	20	0	0	0	0	
KOG2083	1.0	1.0	14	14	4	4	0	0	1	3	1	4	1	3	1	4	0	0	0	0	
KOG1288	1.0	1.0	6	6	6	6	0	0	1	1	1	1	1	1	1	1	1	1	1	1	
KOG3655	0.81944	0.75	9	12	6	6	0	0	1	1	1	1	1	3	1	2	1	1	1	1	
KOG4271	0.8	0.7	7	10	4	5	0	0	1	1	1	1	1	3	1	2	0	0	0	0	
KOG0595	0.66429	0.5	9	18	7	7	1	1	1	1	1	1	1	2	1	2	1	1	1	1	
KOG0584	0.5	0.22222	4	18	3	5	0	0	1	1	1	1	0	0	1	2	0	0	0	0	
KOG4721	0.375	0.33333	2	6	2	4	0	0	1	1	0	0	0	0	1	1	0	0	0	0	
KOG0604	0.375	0.22222	2	9	2	4	0	0	1	1	1	1	0	0	0	0	0	0	0	0	
KOG0904	0.33333	0.22222	2	9	2	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	
KOG0690	0.33333	0.25	2	8	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG4237	0.32292	0.1875	3	16	3	4	0	0	1	1	0	0	1	1	1	1	0	0	0	0	
KOG4037	0.3125	0.25	2	8	2	4	0	0	1	1	0	0	1	1	0	0	0	0	0	0	
KOG1517	0.28571	0.25	2	8	2	7	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG0662	0.25	0.25	1	4	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG0484	0.25	0.14286	1	7	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG4289	0.25	0.14286	1	7	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0932	0.25	0.125	1	8	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG3805	0.25	0.1	1	10	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG2264	0.25	0.25	1	4	1	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
KOG2059	0.25	0.1	1	10	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG4643	0.25	0.14286	1	7	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG3897	0.25	0.16667	1	6	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG3571	0.25	0.1	1	10	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG3830	0.25	0.25	1	4	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1428	0.25	0.25	1	4	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG1024	0.25	0.16667	1	6	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG0984	0.25	0.14286	1	7	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
ENOG502QPT3	0.25	0.2	1	5	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG1480	0.25	0.125	1	8	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG3868	0.25	0.125	1	8	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG2996	0.25	0.5	3	6	1	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	
KOG3623	0.25	0.2	1	5	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG4637	0.25	0.1	1	10	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1266	0.25	0.2	1	5	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG4242	0.25	0.14286	1	7	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG3919	0.25	0.16667	1	6	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG3650	0.25	0.16667	1	6	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG0088	0.25	0.25	1	4	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG4214	0.25	0.2	1	5	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG2709	0.25	0.25	1	4	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG3524	0.25	0.16667	1	6	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
ENOG502QUNU	0.25	0.14286	1	7	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG4572	0.25	0.25	1	4	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG3814	0.25	0.16667	1	6	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG3687	0.25	0.2	1	5	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0593	0.225	0.33333	3	9	2	4	0	0	0	0	0	0	1	1	1	2	0	0	0	0	
KOG0048	0.2	0.00694	1	144	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG2660	0.2	0.04545	1	22	1	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG4658	0.2	0.01961	1	51	1	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG1667	0.2	0.125	1	8	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0576	0.2	0.08333	1	12	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG2037	0.2	0.04348	1	23	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0588	0.2	0.125	1	8	1	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG4327	0.2	0.2	1	5	1	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
KOG3694	0.2	0.2	1	5	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG4356	0.2	0.1	1	10	1	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
KOG4269	0.2	0.11111	1	9	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG4645	0.2	0.14286	1	7	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0601	0.19048	0.14286	2	14	2	7	0	0	0	0	1	1	0	0	0	0	1	1	0	0	
KOG0660	0.1868	0.125	8	64	4	7	0	0	1	2	1	4	1	1	0	0	1	1	0	0	
KOG3513	0.17045	0.2	5	25	3	4	0	0	1	1	0	0	1	2	1	2	0	0	0	0	
KOG1901	0.16667	0.05263	1	19	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1035	0.16667	0.11111	1	9	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG4200	0.16667	0.125	1	8	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0437	0.16667	0.16667	1	6	1	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG1290	0.16667	0.06667	1	15	1	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
KOG4183	0.16667	0.16667	1	6	1	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
KOG2345	0.16667	0.16667	1	6	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0575	0.16667	0.07143	1	14	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
KOG3601	0.16667	0.07143	1	14	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0015	0.16667	0.14286	1	7	1	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG3789	0.16667	0.16667	1	6	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG2418	0.16667	0.25	2	8	1	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	
KOG4124	0.16667	0.11111	1	9	1	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
KOG3572	0.16667	0.16667	1	6	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1008	0.16667	0.16667	1	6	1	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG2165	0.14286	0.14286	1	7	1	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG3265	0.14286	0.18182	2	11	1	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
KOG3772	0.14286	0.11765	2	17	2	7	0	0	0	0	1	1	0	0	0	0	0	0	1	1	
KOG0717	0.14286	0.14286	1	7	1	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
KOG0315	0.14286	0.125	1	8	1	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0592	0.14286	0.08333	1	12	1	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0909	0.14286	0.14286	1	7	1	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG1755	0.14286	0.05882	1	17	1	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1020	0.14286	0.125	1	8	1	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG2445	0.14286	0.125	1	8	1	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1727	0.14286	0.125	1	8	1	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0939	0.14286	0.07692	1	13	1	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
KOG2027	0.14286	0.05556	1	18	1	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG2022	0.14286	0.125	1	8	1	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
KOG3628	0.13889	0.2	2	10	2	6	0	0	0	0	0	0	1	1	1	1	0	0	0	0	
KOG3885	0.13636	0.04255	2	47	2	4	0	0	1	1	0	0	0	0	1	1	0	0	0	0	
KOG4278	0.125	0.16667	1	6	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG0193	0.125	0.07692	1	13	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0249	0.125	0.07692	1	13	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1095	0.125	0.05263	1	19	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG1420	0.125	0.2	1	5	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG0245	0.125	0.0625	1	16	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG3512	0.125	0.2	3	15	2	4	0	0	0	0	0	0	1	2	1	1	0	0	0	0	
KOG4240	0.125	0.05	1	20	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG0517	0.125	0.07692	1	13	1	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
KOG4221	0.11905	0.125	2	16	2	4	0	0	1	1	0	0	0	0	1	1	0	0	0	0	
KOG0582	0.1	0.10526	2	19	1	5	0	0	0	0	0	0	0	0	1	2	0	0	0	0	
KOG0474	0.1	0.1	1	10	1	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG0606	0.1	0.06667	1	15	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG3534	0.1	0.14286	1	7	1	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
KOG1010	0.1	0.125	1	8	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
KOG0074	0.1	0.2	2	10	1	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	
KOG0891	0.1	0.125	2	16	2	7	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
KOG0516	0.1	0.06061	2	33	2	4	0	0	0	0	1	1	0	0	1	1	0	0	0	0	
