1	1.0	n/a	F55F1.2	n/a	F17E9.15	n/a	F52D2.7	n/a	Y47G6A.15	n/a	ZK686.5
2	1.0	ist-1	C54D1.3	n/a	F54H12.8	n/a	W09H1.5	srh-52	R08H2.7	n/a	T16G12.8
3	1.0	n/a	K06H6.2	n/a	Y48E1C.4a	rfl-1	F11H8.1.2	skih-2	F01G4.3	wrm-1	B0336.1
4	1.0	n/a	F52H3.6	gei-1	F45H7.2a	ran-1	K01G5.4	pigt-1	F17C11.7a	n/a	T16G12.8
5	1.0	nstp-8	F44C8.7	ucp-4	K07B1.3	ugt-57	F01E11.1	gly-17	T15D6.3	n/a	C31H5.1
6	1.0	str-85	F59E11.15	n/a	T05E12.6a	kin-18	T17E9.1a.2	his-73	W09H1.2	nspb-8	C01G12.10.1
7	1.0	n/a	H21P03.2.1	dnc-2	C28H8.12	twk-35	F31D4.7	gst-22	F21H7.1	usp-39	F09D1.1
8	1.0	mrg-1	Y37D8A.9b	acl-11	F28B3.9	fmo-4	F53F4.5a	ceh-6	K02B12.1	n/a	F58A4.2
9	1.0	n/a	C44H9.4	n/a	F59B2.3.2	rpap-2	R08D7.2.2	mbd-2	C27A12.10	n/a	W09C5.1
10	1.0	gfi-3	M163.4	epg-2	Y39G10AR.10	n/a	F39E9.6	gpa-15	M04C7.1.1	spl-3	Y104H12D.3a
SUM		Min (p-val)	1.0	Max (p-val)	1.0	Mean (p-val)	1.0
1	1.0	n/a	F36A2.11	n/a	EGAP5.1	tph-1	ZK1290.2a	n/a	F55B11.2.2	oac-19	F35E2.6
2	1.0	n/a	M04C3.2a	n/a	H20J04.6	n/a	F58G1.8	n/a	F30B5.4b	abl-1	M79.1a
3	1.0	vha-20	R03E1.2	n/a	C04G6.7	cyn-6	F42G9.2	n/a	W01B11.6a	n/a	Y73B6BL.12
4	1.0	arc-1	ZK1320.6	ace-4	Y48B6A.7	dnj-4	C01G8.4	npp-8	Y41D4B.19b	faah-6	Y41C4A.2
5	1.0	n/a	F46G10.1a.1	n/a	F08F8.6	idhb-1	C37E2.1.1	bed-1	Y39B6A.12b	spp-10	C28C12.7b
6	1.0	acr-14	T05C12.2	clhm-1	C44B7.4	cmd-1	T21H3.3	dpy-4	Y41E3.2	XG314	W01C8.5a
7	1.0	hut-1	Y111B2A.20.2	n/a	T01B7.5a.1	n/a	ZK524.4	n/a	F58D5.7	frm-1	ZK270.2d
8	1.0	n/a	K06A1.2	mek-2	Y54E10BL.6	n/a	B0547.2	coq-2	F57B9.4b	n/a	F11E6.3.1
9	1.0	n/a	F32H2.10	rbx-2	R10A10.2	n/a	F47B3.1	n/a	Y51A2D.8	n/a	F11G11.5.1
10	1.0	n/a	Y47H10A.3	ubh-1	F46E10.8	cox-5b	F26E4.9.3	n/a	F25B4.8a	srw-107	R11G11.13
SUM		Min (p-val)	1.0	Max (p-val)	1.0	Mean (p-val)	1.0
1	1.0	sup-17	DY3.7	n/a	C56C10.6	n/a	E01G6.1	n/a	H20E11.1a	daz-1	F56D1.7
2	1.0	mig-17	F57B7.4	col-167	T10E10.2.2	nft-1	Y56A3A.13	n/a	H06I04.1a	n/a	F09E5.11
3	1.0	n/a	ZC513.1	n/a	F49H6.5	n/a	H17B01.2	n/a	Y39E4A.1	n/a	Y55F3AR.2
4	1.0	n/a	F41G3.10	n/a	F30A10.9	sdz-25	M116.4	col-33	F36A4.6	tub-1	F10B5.4
5	1.0	drap-1	F40F9.7a	trcs-1	F27C8.6.1	vdac-1	R05G6.7	n/a	K01D12.9	srbc-64	Y39G10AR.22
6	1.0	n/a	Y43F8B.9	gst-24	F37B1.1	n/a	D1081.4	eppl-1	T01B11.2a.1	XG314	W01C8.5a
7	1.0	n/a	Y69F12A.1	oac-31	F52F10.3	n/a	F25H8.1a	n/a	K10C2.14	rab-3	C18A3.6a
8	1.0	n/a	Y16B4A.2	n/a	F41H10.5	lin-10	C09H6.2a	sop-2	C50E10.4b	n/a	K02A6.1
9	1.0	pifk-1	F35H12.4	str-60	T06C12.1	n/a	K09G1.1e	rpap-3	C33H5.8	cdt-2	T01C3.1
10	1.0	n/a	W01B6.6	arrd-28	F21A10.4	acds-10	K09H11.1	n/a	F17E9.3	n/a	W05E10.2
SUM		Min (p-val)	1.0	Max (p-val)	1.0	Mean (p-val)	1.0
1	1.0	rmh-2	T07C12.12	n/a	C55A6.6	cra-1	R13F6.10	n/a	F19H6.4	scl-3	F49E11.11
2	1.0	tag-4	ZK337.4	n/a	B0395.3.1	ltah-1.1	C42C1.11a	n/a	T08G11.1a	n/a	C49C3.7
3	0.0245	ulp-5	K02F2.4	sop-3	Y71F9B.10a	n/a	Y38H6C.16	kat-1	T02G5.8.2	n/a	M03C11.8
4	1.0	cut-6	M142.2.2	n/a	C05G5.3	col-129	M18.1	gpa-14	B0207.3b	sdz-16	F31E9.4
5	1.0	ubc-23	C28G1.1	n/a	C29A12.22	lin-12	R107.8	syx-2	F48F7.2.2	n/a	F07C6.2
6	1.0	n/a	ZK470.1	fbxc-44	C16A11.6	grd-9	C04E6.6	cdc-14	C17G10.4b.2	srsx-34	C25E10.3b
7	1.0	n/a	T22C1.1.2	rde-8	ZC477.5	sec-20	F40G9.1	n/a	F55H12.3	n/a	Y59E9AL.8
8	1.0	wee-1.3	Y53C12A.1	n/a	C49A1.1	atp-2	C34E10.6.1	nucb-1	F44A6.1b	ptr-8	F44F4.4
9	1.0	rpl-42	C09H10.1	acox-1.5	C48B4.1	pcp-5	ZK688.6b	lys-6	F58B3.3	n/a	C26C6.6
10	0.0996	pdfr-1	C13B9.4a.2	ugt-54	T25B9.7.2	catp-8	C10C6.6	n/a	Y39A1A.14	mrps-15	K07A12.7
SUM		Min (p-val)	0.0245	Max (p-val)	1.0	Mean (p-val)	0.8124100000000001
