1	1.0	BcDNA:LP01642	FBpp0073376	BcDNA:AT12437	FBpp0071601	Dmel\CG15531	FBpp0084938	Cpr47Ee	FBpp0087215	CycE	FBpp0294012
2	1.0	Bacc	FBpp0297923	CG16971	FBpp0072401	smog	FBpp0293448	Dmel\CG12715	FBpp0073581	or	FBpp0072061
3	1.0	Dmel\CG2906	FBpp0111965	Dmel\CG7530	FBpp0082478	Impbeta11	FBpp0086416	Dmel\CG32249	FBpp0292128	RabX4	FBpp0084111
4	1.0	Mcm2	FBpp0081317	ppk30	FBpp0304714	Dbp80	FBpp0304166	Eip74EF	FBpp0099825	n/a	FBpp0073074
5	1.0	Jon99Cii	FBpp0084878	Tmhs	FBpp0072716	rux	FBpp0298289	slbo	FBpp0072179	PPO3	FBpp0291496
6	1.0	PGRP-SD	FBpp0076519	EG:125H10.1	FBpp0070065	Dmel\CG3916	FBpp0082032	mRpL4	FBpp0080401	Dmel\CG44774	FBpp0111861
7	1.0	Dmel\CG5577	FBpp0074928	eEF1beta	FBpp0305165	Dmel\CG4691	FBpp0080232	Osi8	FBpp0078247	NimC2	FBpp0080166
8	1.0	Dmel\CG31810	FBpp0080479	RpL24	FBpp0080102	Dmel\CG7706	FBpp0083082	Sirt7	FBpp0084733	Dmel\CG5614	FBpp0082625
9	1.0	Mes4	FBpp0290461	Yip1d1	FBpp0080011	Uba4	FBpp0079295	Arf51F	FBpp0086507	Dmel\CG13541	FBpp0071910
10	0.0328	ttk	FBpp0085186	Dmel\CG18048	FBpp0081209	EDTP	FBpp0086114	Dmel\CG12519	FBpp0305978	n/a	FBpp0086748
SUM		Min (p-val)	0.0328	Max (p-val)	1.0	Mean (p-val)	0.90328
1	1.0	Coq3	FBpp0081028	robl37BC	FBpp0080683	ssx	FBpp0089110	tipE	FBpp0073076	Dmel\CG10031	FBpp0077233
2	1.0	IntS2	FBpp0074254	Dmel\CG5044	FBpp0082547	nero	FBpp0085222	n/a	FBpp0073252	Dmel\CG33172	FBpp0300435
3	1.0	CG40500	FBpp0305380	Ir100a	FBpp0085205	Dmel\CG3635	FBpp0289157	Kyat	FBpp0081993	CngB	FBpp0071592
4	0.018	eIF4E3	FBpp0076424	gw	FBpp0088165	ZnT86D	FBpp0081847	eRF3	FBpp0305302	Dmel\CG42245	FBpp0288791
5	1.0	Dmel\CG15373	FBpp0111912	Cyp312a1	FBpp0305085	SPH195	FBpp0071898	CG17093	FBpp0079688	EG:BACR25B3.6	FBpp0289931
