1	1.0	MOB3C	ENSP00000271139	OSBPL1A	ENSP00000320291	HEY2	ENSP00000357348	PRR18	ENSP00000319590	RPS17	ENSP00000346046
2	1.0	MFN2	ENSP00000235329	JOSD1	ENSP00000216039	TAS2R41	ENSP00000386201	DRG1	ENSP00000329715	ENDOU	ENSP00000397679
3	1.0	SLC39A7	ENSP00000363809	MAP2K3	ENSP00000345083	PM20D1	ENSP00000356104	CCR6	ENSP00000383715	DHX57	ENSP00000405111
4	1.0	GRM3	ENSP00000355316	SIX2	ENSP00000304502	MRPL49	ENSP00000279242	SLC9A8	ENSP00000416418	CEMIP2	ENSP00000366243
5	1.0	RNF17	ENSP00000255324	CTXN2	ENSP00000406145	FAM187B	ENSP00000323355	RAPGEF3	ENSP00000395708	MTMR14	ENSP00000296003
6	1.0	HGFAC	ENSP00000421801	FN3KRP	ENSP00000269373	TM4SF1	ENSP00000304277	HDAC4	ENSP00000264606	PRPSAP1	ENSP00000414624
7	1.0	VCAM1	ENSP00000294728	MTAP	ENSP00000369519	SF3A1	ENSP00000215793	CHD1L	ENSP00000358262	ADIG	ENSP00000440331
8	1.0	DOP1A	ENSP00000237163	ZBTB40	ENSP00000384527	CYP7B1	ENSP00000310721	RNF24	ENSP00000388550	TOP1MT	ENSP00000328835
9	1.0	HMOX1	ENSP00000216117	SAMD14	ENSP00000424474	RPP40	ENSP00000369391	TMLHE	ENSP00000335261	CCDC186	ENSP00000358293
10	1.0	ZP3	ENSP00000378326	GTF3C2	ENSP00000352536	SMIM1	ENSP00000457386	GNPDA2	ENSP00000295448	OPRD1	ENSP00000234961
SUM		Min (p-val)	1.0	Max (p-val)	1.0	Mean (p-val)	1.0
1	1.0	RASL10B	ENSP00000474230	EI24	ENSP00000278903	PPIF	ENSP00000225174	n/a	ENSP00000441269	ZNF432	ENSP00000470488
2	1.0	FAM32A	ENSP00000263384	MUC15	ENSP00000416753	CEP112	ENSP00000376522	ABHD16B	ENSP00000358932	SOBP	ENSP00000318900
3	1.0	SPTA1	ENSP00000357129	OR5H2	ENSP00000347418	ZDHHC23	ENSP00000330485	HCAR2	ENSP00000375066	OR4N4	ENSP00000332500
4	0.1344	TMEM159	ENSP00000233047	RAG1	ENSP00000299440	NAXE	ENSP00000357218	POLE	ENSP00000322570	BARD1	ENSP00000260947
5	1.0	PWWP3A	ENSP00000467083	KCNJ18	ENSP00000457807	ANKS6	ENSP00000297837	HOXB8	ENSP00000239144	RPL17-C18orf32	ENSP00000464411
6	1.0	LSP1	ENSP00000371194	TMX3	ENSP00000299608	CSTF2	ENSP00000362063	HUS1B	ENSP00000370293	CYC1	ENSP00000317159
7	1.0	PRTN3	ENSP00000234347	NBPF10	ENSP00000463957	ST8SIA2	ENSP00000268164	COL11A2	ENSP00000363840	FAM72A	ENSP00000356096
8	1.0	PTX3	ENSP00000295927	SF3B3	ENSP00000305790	PIRT	ENSP00000462046	IFNGR2	ENSP00000290219	C1orf185	ENSP00000360824
9	1.0	FAT2	ENSP00000261800	MFSD8	ENSP00000296468	OR4L1	ENSP00000319217	OTULIN	ENSP00000284274	P3H3	ENSP00000478600
10	1.0	MYO10	ENSP00000421280	OVOL2	ENSP00000278780	NR2E1	ENSP00000357979	IFT57	ENSP00000264538	MKX	ENSP00000364946
SUM		Min (p-val)	0.1344	Max (p-val)	1.0	Mean (p-val)	0.9134399999999999
1	1.0	GC	ENSP00000421725	CCDC82	ENSP00000278520	ENPP7	ENSP00000332656	ICAM3	ENSP00000160262	SV2A	ENSP00000358142
2	1.0	FCHO1	ENSP00000473001	GOLGA8A	ENSP00000352111	HCN4	ENSP00000261917	TOP2A	ENSP00000411532	COL5A3	ENSP00000264828
3	1.0	OR52A1	ENSP00000369725	CEND1	ENSP00000328336	MTA1	ENSP00000333633	C2orf15	ENSP00000302202	HEG1	ENSP00000311502
4	1.0	OR2H2	ENSP00000373136	NECTIN1	ENSP00000264025	ZNF853	ENSP00000455585	TMEM39B	ENSP00000338165	IL18	ENSP00000280357
5	1.0	HBG2	ENSP00000369609	UGDH	ENSP00000319501	NCEH1	ENSP00000442464	SPECC1	ENSP00000261503	UTP14C	ENSP00000428619
6	1.0	MRE11	ENSP00000325863	RCOR1	ENSP00000262241	PDCD7	ENSP00000204549	C1orf43	ENSP00000357507	MRPS15	ENSP00000362208
7	1.0	SSR3	ENSP00000265044	CCDC88C	ENSP00000374507	PGAM1	ENSP00000359991	TMEM236	ENSP00000366715	CYP26C1	ENSP00000285949
8	1.0	RAMP1	ENSP00000254661	PARP1	ENSP00000355759	APBB1IP	ENSP00000365411	SEC61A2	ENSP00000298428	ARHGAP32	ENSP00000310561
9	1.0	VPS54	ENSP00000272322	C7orf50	ENSP00000380286	CLDN7	ENSP00000353475	CEBPB	ENSP00000305422	CWH43	ENSP00000226432
10	1.0	TOMM7	ENSP00000351214	TUBA3E	ENSP00000318197	STEAP4	ENSP00000369419	PRR12	ENSP00000394510	DPYSL5	ENSP00000288699
SUM		Min (p-val)	1.0	Max (p-val)	1.0	Mean (p-val)	1.0
1	1.0	HECTD3	ENSP00000361245	YTHDF3	ENSP00000478490	WDR49	ENSP00000311343	GPR83	ENSP00000243673	GAS2L3	ENSP00000448955
2	0.0995	BYSL	ENSP00000230340	MINPP1	ENSP00000361064	BRINP3	ENSP00000356432	NGDN	ENSP00000386134	MAGEH1	ENSP00000343706
3	1.0	CFAP100	ENSP00000344749	FRS2	ENSP00000447241	TERF2IP	ENSP00000300086	TARS2	ENSP00000358060	PIGQ	ENSP00000026218
4	1.0	RNH1	ENSP00000433999	LARS1	ENSP00000377954	OR2M2	ENSP00000352710	DENND1B	ENSP00000479816	GPRC6A	ENSP00000309493
